0	0.15708
0	0.15708
0	0.15708
0	0.15708
1.5708	0.15708
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
0	0.15865
1.5708	0.15865
0	0.160221
0	0.160221
0	0.160221
0	0.160221
0	0.160221
0	0.160221
0	0.160221
0	0.160221
0	0.160221
1.5708	0.160221
0	0.161792
0	0.161792
0	0.161792
0	0.161792
0	0.161792
0	0.161792
0	0.161792
1.5708	0.161792
0	0.163363
0	0.163363
0	0.163363
0	0.163363
0	0.163363
0	0.163363
1.5708	0.163363
0	0.164934
0	0.164934
0	0.164934
0	0.164934
0	0.164934
1.5708	0.164934
0	0.166504
0	0.166504
0	0.166504
0	0.166504
1.5708	0.166504
0	0.168075
0	0.168075
0	0.168075
0	0.168075
1.5708	0.168075
0	0.169646
0	0.169646
0	0.169646
1.5708	0.169646
0	0.171217
0	0.171217
0	0.171217
0	0.171217
1.5708	0.171217
0	0.172788
0	0.172788
0	0.172788
1.5708	0.172788
0	0.174358
0	0.174358
0	0.174358
1.5708	0.174358
0	0.175929
0	0.175929
1.5708	0.175929
0	0.1775
0	0.1775
0	0.1775
1.5708	0.1775
0	0.179071
0	0.179071
1.5708	0.179071
0	0.180642
0	0.180642
0	0.180642
1.5708	0.180642
0	0.182212
0	0.182212
1.5708	0.182212
0	0.183783
0	0.183783
1.5708	0.183783
0	0.185354
0	0.185354
1.5708	0.185354
0	0.186925
0	0.186925
1.5708	0.186925
0	0.188496
0	0.188496
1.5708	0.188496
0	0.190066
1.5708	0.190066
0	0.191637
0	0.191637
1.5708	0.191637
0	0.193208
0	0.193208
1.5708	0.193208
0	0.194779
1.5708	0.194779
0	0.19635
0	0.19635
1.5708	0.19635
0	0.19792
1.5708	0.19792
0	0.199491
0	0.199491
1.5708	0.199491
0	0.201062
1.5708	0.201062
0	0.202633
1.5708	0.202633
0	0.204204
0	0.204204
1.5708	0.204204
0	0.205774
1.5708	0.205774
0	0.207345
1.5708	0.207345
0	0.208916
1.5708	0.208916
0	0.210487
0	0.210487
1.5708	0.210487
0	0.212058
1.5708	0.212058
0	0.213628
1.5708	0.213628
0	0.215199
1.5708	0.215199
0	0.21677
1.5708	0.21677
0	0.218341
1.5708	0.218341
0	0.219911
1.5708	0.219911
0	0.221482
1.5708	0.221482
0	0.223053
1.5708	0.223053
0	0.224624
1.5708	0.224624
0	0.226195
1.5708	0.226195
0	0.227765
1.5708	0.227765
0	0.229336
1.5708	0.229336
1.5708	0.230907
0	0.232478
1.5708	0.232478
0	0.234049
1.5708	0.234049
0	0.235619
1.5708	0.235619
0	0.23719
1.5708	0.23719
1.5708	0.238761
0	0.240332
1.5708	0.240332
0	0.241903
1.5708	0.241903
1.5708	0.243473
0	0.245044
1.5708	0.245044
0	0.246615
1.5708	0.246615
1.5708	0.248186
0	0.249757
1.5708	0.249757
0	0.251327
1.5708	0.251327
1.5708	0.252898
0	0.254469
1.5708	0.254469
1.5708	0.25604
0	0.257611
1.5708	0.257611
0	0.259181
1.5708	0.259181
1.5708	0.260752
0	0.262323
1.5708	0.262323
1.5708	0.263894
0	0.265465
1.5708	0.265465
1.5708	0.267035
0	0.268606
1.5708	0.268606
1.5708	0.270177
0	0.271748
1.5708	0.271748
1.5708	0.273319
0	0.274889
1.5708	0.274889
1.5708	0.27646
1.5708	0.278031
0	0.279602
1.5708	0.279602
1.5708	0.281173
0	0.282743
1.5708	0.282743
1.5708	0.284314
1.5708	0.285885
0	0.287456
1.5708	0.287456
1.5708	0.289027
0	0.290597
1.5708	0.290597
1.5708	0.292168
1.5708	0.293739
0	0.29531
1.5708	0.29531
1.5708	0.296881
1.5708	0.298451
0	0.300022
1.5708	0.300022
1.5708	0.301593
1.5708	0.303164
0	0.304734
1.5708	0.304734
1.5708	0.306305
1.5708	0.307876
1.5708	0.309447
0	0.311018
1.5708	0.311018
1.5708	0.312588
1.5708	0.314159
1.5708	0.31573
0	0.317301
1.5708	0.317301
1.5708	0.318872
1.5708	0.320442
1.5708	0.322013
0	0.323584
1.5708	0.323584
1.5708	0.325155
1.5708	0.326726
1.5708	0.328296
1.5708	0.329867
0	0.331438
1.5708	0.331438
1.5708	0.333009
1.5708	0.33458
1.5708	0.33615
1.5708	0.337721
1.5708	0.339292
0	0.340863
1.5708	0.340863
1.5708	0.342434
1.5708	0.344004
1.5708	0.345575
1.5708	0.347146
1.5708	0.348717
1.5708	0.350288
0	0.351858
1.5708	0.351858
1.5708	0.353429
1.5708	0.355
1.5708	0.356571
1.5708	0.358142
1.5708	0.359712
1.5708	0.361283
1.5708	0.362854
1.5708	0.364425
0	0.365996
1.5708	0.365996
